Unnamed: 0,Recyclability (%),Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%),Material ID,Packaging Type,Material Type,Suitable Product Categories,Recommended Packaging Use Cases,Supplier Region,Recyclability Category
0,0.7447969916140832,0.8897982992831001,-0.6166537211059216,-0.8439332177652219,-0.7281330975832442,-0.5446365817548803,-0.8463879044260351,-0.5095791264202506,0.4450398814393049,-0.2387736556563319,-0.4300339486297024,-0.9094615644763532,-0.9463724325840114,1.2778278025994945,-0.3317140483665158,-0.3394959921543437,-1.727768845993348,-0.8590067214933529,-1.2679318193723683,-1.1009188740296814,0.129341657465931,-0.2592666892453643,-0.9852571782621392
1,0.9780512432513616,1.6154765306440788,-1.2439438757689922,-0.8472593122541586,-1.2688658463413167,-0.892754809268309,-1.152451823205757,-0.0025164401304703,1.5569498146075618,-1.6749793754996407,-1.2417607931157453,-1.4452992991020406,-1.0057333265528563,0.2575298120558596,-0.5550089968271802,0.0734322317034054,-1.7191943107775,1.3190605304939769,-0.2866206028466274,-0.0107933222944086,2.0646760876968995,-0.8254490808947003,-0.9852571782621392
2,-0.538101392390949,0.837964139900173,1.160668383772778,4.024062960270429,-0.1874003488251716,3.3248314086828463,2.923763095087814,1.2289215122875672,-0.5556790584121263,0.7186968242392072,1.1934197403423832,1.7697271086520852,2.2704226786800707,-1.9592515504528063,3.4861738663343944,0.0734322317034054,-1.710619775561652,2.0450829478230865,1.6760018302048547,0.5342694535732276,0.7744531342095872,-1.3916314725440362,-0.9852571782621392
3,0.9780512432513616,1.4081398931123703,-1.2439438757689922,-0.8472593122541586,-1.0886215967552926,-0.9463114596549904,-1.1663638195139263,0.0699210864823553,0.3338488881224792,-2.63244985539518,-2.053487637601788,-0.9094615644763532,-0.9195186948362006,0.2977078530036748,-0.4538427140552057,-0.8900669572980091,-1.7020452403458044,1.3190605304939769,-0.2866206028466274,-0.0107933222944086,2.0646760876968995,1.4392804857026436,-0.9852571782621392
4,0.9780512432513616,1.5636423712611518,-1.348492234879504,-0.8457179513934319,-1.0886215967552926,-1.0400355978316829,-1.1663638195139263,-0.5095791264202506,0.5562308747561305,-1.6749793754996407,-1.6476242153587666,-1.4452992991020406,-1.0241069365908324,0.0799241836056104,-0.5513633650155776,-0.8900669572980091,-1.6934707051299565,1.3190605304939769,-0.2866206028466274,-0.0107933222944086,2.0646760876968995,0.8730980940533075,-0.9852571782621392
5,-0.7713556440282276,-1.2354022354169092,0.7076254942938938,0.5681426205907588,0.5335766495189251,-0.2366858420314626,0.363955774384684,0.7218588259977871,-0.3332970717784749,0.7186968242392072,0.7875563180993618,0.1622139047750223,0.4966626327062468,-0.3800489791337029,0.0620141872865739,1.3122169032766529,-1.6848961699141085,-0.132984304164243,0.6946906136791137,-0.555856098162045,-0.5157698192777251,-0.8254490808947003,1.0149634248429074
6,-0.0715928891163918,0.6824616617513918,0.9167222125149171,3.135779400375456,-0.1874003488251716,3.003491506362758,2.589875183691753,1.1564839856747415,-0.1109150851448235,0.7186968242392072,1.5992831625854045,1.2338893740263976,2.338263700358751,-1.6311371118659508,3.5198959605917195,0.8992886794189037,-1.6763216346982608,2.0450829478230865,1.6760018302048547,0.5342694535732276,0.7744531342095872,1.4392804857026436,-0.9852571782621392
7,0.5115427399768046,0.6824616617513918,1.021270571625429,3.5064361252523284,-0.3676445984111958,3.284663920892835,2.8542031135469688,1.1564839856747415,-1.334016011629906,0.7186968242392072,1.5992831625854045,1.7697271086520852,2.356637310396726,-1.7045788332263758,3.443337692548063,0.0734322317034054,-1.6677470994824128,2.0450829478230865,1.6760018302048547,0.5342694535732276,0.7744531342095872,0.3069157024039716,-0.9852571782621392
8,0.278288488339526,0.2159542273050483,0.8470233064412427,2.263504360297153,-0.1874003488251716,3.217718107909484,2.575963187383585,1.301359038900393,-0.8892520383626034,0.7186968242392072,1.5992831625854045,1.2338893740263976,2.29444970719127,-1.681256882015737,3.4615658516060765,-0.0642105095825109,-1.659172564266565,2.0450829478230865,1.6760018302048547,0.5342694535732276,0.7744531342095872,-0.2592666892453643,-0.9852571782621392
9,0.278288488339526,1.4599740524952978,-1.1393955166584804,-0.8481787204868728,-1.0886215967552926,-1.0266464352350124,-1.1941878121302647,-0.3647040731945991,0.8898038547066076,-2.63244985539518,-2.053487637601788,-1.4452992991020406,-0.9393056594924822,0.185807337098783,-0.5513633650155776,-1.1653524398698418,-1.650598029050717,1.3190605304939769,-0.2866206028466274,-0.0107933222944086,2.0646760876968995,0.8730980940533075,-0.9852571782621392
