0,1,2,3,4,5,6,7,8,9
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7649626924557587,-1.5159723328535537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3.474982962680123,2.812316165187688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7649626924557587,-1.5159723328535537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.7649626924557587,-1.5159723328535537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3.474982962680123,2.812316165187688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.474982962680123,2.812316165187688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.474982962680123,2.812316165187688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7649626924557587,-1.5159723328535537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.474982962680123,2.812316165187688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.05830508326644507,-0.43390020834324317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.7649626924557587,-1.5159723328535537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7649626924557587,-1.5159723328535537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.5294101560593208,0.6481719161670673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.7649626924557587,-1.5159723328535537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5294101560593208,0.6481719161670673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5294101560593208,0.6481719161670673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.474982962680123,2.812316165187688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.474982962680123,2.812316165187688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.05830508326644507,-0.43390020834324317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.474982962680123,2.812316165187688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5294101560593208,0.6481719161670673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.474982962680123,2.812316165187688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7649626924557587,-1.5159723328535537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3.474982962680123,2.812316165187688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7649626924557587,-1.5159723328535537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.5294101560593208,0.6481719161670673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5294101560593208,0.6481719161670673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.05830508326644507,-0.43390020834324317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
