Material ID,Packaging Type,Material Type,Suitable Product Categories,Recommended Packaging Use Cases,Supplier Region,Recyclability (%),Recyclability Category,Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%)
0.0,0.2,0.0,0.0,0.4,0.4,0.9555555555555557,0.0,0.7945205479452053,0.4742268041237113,0.00087136537959895,0.12499999999999999,0.13988095238095238,0.08754208754208756,0.5692307692307692,0.7391304347826089,0.5555555555555556,0.4444444444444445,0.25,0.07886557886557888,0.963447056075286,0.13038204972710732,0.5945945945945945
0.0024813895781637717,0.8,0.3333333333333333,0.4,1.0,0.2,1.0,0.0,0.9863013698630136,0.28865979381443296,0.00018870333061378534,0.0,0.0625,0.013468013468013462,0.676923076923077,0.956521739130435,0.2222222222222222,0.2222222222222222,0.125,0.06254856254856256,0.6597773006885658,0.08085708510208207,0.6756756756756757
0.004962779156327543,1.0,1.0,0.6000000000000001,0.6000000000000001,0.0,0.711111111111111,0.0,0.780821917808219,0.9999999999999999,1.0,0.25,0.9999999999999999,1.0,0.9384615384615385,0.5434782608695652,0.7777777777777777,0.8888888888888888,0.875,0.9630924630924632,0.0,0.9771578734586618,0.6756756756756757
0.007444168734491315,0.8,0.3333333333333333,0.4,1.0,1.0,1.0,0.0,0.9315068493150684,0.28865979381443296,0.00018870333061378534,0.04166666666666667,0.05059523809523808,0.010101010101010097,0.6923076923076923,0.7173913043478262,0.0,0.0,0.25,0.08624708624708627,0.6717354305482941,0.10329492621790985,0.4864864864864866
0.009925558312655087,0.8,0.3333333333333333,0.4,1.0,0.8,1.0,0.0,0.9726027397260273,0.25773195876288657,0.0005050589142898373,0.04166666666666667,0.029761904761904753,0.010101010101010097,0.5692307692307692,0.7608695652173914,0.2222222222222222,0.1111111111111111,0.125,0.0574980574980575,0.6069168047877015,0.08166565595310289,0.4864864864864866
0.012406947890818858,0.4,0.6666666666666666,0.2,0.2,0.2,0.6666666666666667,1.0,0.2328767123287671,0.865979381443299,0.29069193071257704,0.4166666666666667,0.20833333333333331,0.38047138047138046,0.8307692307692309,0.5869565217391306,0.7777777777777777,0.7777777777777777,0.5,0.4755244755244756,0.4700156846168393,0.21770770163735595,0.9189189189189191
0.01488833746898263,1.0,1.0,0.6000000000000001,0.6000000000000001,1.0,0.7999999999999998,0.0,0.7397260273972601,0.9278350515463918,0.8176848321372873,0.25,0.9285714285714287,0.9191919191919191,0.9230769230769231,0.6304347826086958,0.7777777777777777,1.0,0.75,0.9817404817404819,0.09765620654749327,0.9846371538306044,0.8378378378378379
0.017369727047146403,1.0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.911111111111111,0.0,0.7397260273972601,0.9587628865979382,0.893760024864439,0.20833333333333331,0.9910714285714285,0.9831649831649834,0.9230769230769231,0.3913043478260869,0.7777777777777777,1.0,0.875,0.9867909867909869,0.0757978575480828,0.9676571659591671,0.6756756756756757
0.019851116625310174,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,0.8666666666666667,0.0,0.6164383561643836,0.9072164948453608,0.6386553222664381,0.25,0.9761904761904762,0.9158249158249159,0.953846153846154,0.4782608695652175,0.7777777777777777,1.0,0.75,0.96969696969697,0.08273913478759023,0.9717000202142713,0.6486486486486485
0.022332506203473945,0.8,0.3333333333333333,0.4,1.0,0.8,0.8666666666666667,0.0,0.9452054794520548,0.31958762886597936,0.0,0.04166666666666667,0.03273809523809523,0.0033670033670033517,0.6000000000000001,0.8260869565217392,0.0,0.0,0.125,0.08080808080808081,0.6384306484087344,0.08166565595310289,0.43243243243243223
0.024813895781637715,0.2,0.0,0.0,0.4,0.8,1.0,0.0,0.8493150684931505,0.48453608247422675,0.0009157661632727817,0.16666666666666669,0.10416666666666666,0.08754208754208756,0.6307692307692307,0.8260869565217392,0.4444444444444445,0.4444444444444445,0.25,0.12703962703962707,0.91158770593012,0.12148777036587831,0.783783783783784
0.02729528535980149,1.0,1.0,0.6000000000000001,0.6000000000000001,0.2,0.711111111111111,0.0,0.6712328767123288,0.9690721649484536,0.42002031335853074,0.20833333333333331,0.9345238095238096,0.9932659932659933,0.9384615384615385,0.4782608695652175,0.7777777777777777,0.8888888888888888,0.75,0.9409479409479411,0.09869072382838137,0.9999999999999999,0.6756756756756757
0.02977667493796526,0.0,0.6666666666666666,1.0,0.8,0.2,0.46666666666666656,1.0,0.1232876712328767,0.04123711340206185,0.3932244404113732,0.9583333333333331,0.5119047619047619,0.4410774410774412,0.015384615384615385,0.04347826086956541,0.6666666666666665,0.8888888888888888,0.5,0.026806526806526808,0.19595759591532533,0.003840711542348902,0.1351351351351351
0.03225806451612903,0.8,0.3333333333333333,0.4,1.0,0.4,1.0,0.0,0.8767123287671232,0.30927835051546393,0.0006327111673521037,0.04166666666666667,0.04464285714285715,0.016835016835016828,0.7076923076923078,0.847826086956522,0.2222222222222222,0.2222222222222222,0.25,0.08275058275058275,0.6688098601733095,0.08146351324034769,0.45945945945945943
0.034739454094292806,0.4,0.6666666666666666,0.2,0.2,0.0,0.711111111111111,1.0,0.27397260273972607,0.8144329896907216,0.4052237521992263,0.4583333333333333,0.2142857142857143,0.4377104377104377,0.8153846153846154,0.5869565217391306,0.7777777777777777,0.8888888888888888,0.5,0.4797979797979799,0.4750325372370602,0.227612694562361,0.7567567567567568
0.03722084367245657,0.2,0.0,0.0,0.4,0.6000000000000001,0.8444444444444446,0.0,0.8630136986301369,0.4536082474226804,0.0017982317387901898,0.12499999999999999,0.1369047619047619,0.07070707070707069,0.5692307692307692,0.7826086956521741,0.4444444444444445,0.4444444444444445,0.125,0.11033411033411034,0.9724907394017598,0.1528198908429351,0.7567567567567568
0.03970223325062035,0.0,0.6666666666666666,1.0,0.8,1.0,0.3555555555555556,1.0,0.1232876712328767,0.061855670103092786,0.4014441354889914,0.9583333333333331,0.49702380952380953,0.3737373737373737,0.06153846153846154,0.0869565217391306,0.7777777777777777,0.6666666666666665,0.75,0.033411033411033415,0.17417711380802472,0.026682838083687082,0.2702702702702702
0.04218362282878412,0.0,0.6666666666666666,1.0,0.8,0.4,0.15555555555555545,1.0,0.0821917808219178,0.09278350515463918,0.21245219978132615,0.9999999999999999,0.47619047619047616,0.39730639730639733,0.12307692307692308,0.26086956521739135,0.6666666666666665,0.8888888888888888,0.75,0.049728049728049735,0.14445420870551853,0.024863553668890235,0.35135135135135154
0.04466501240694789,0.4,0.6666666666666666,0.2,0.2,0.8,0.6888888888888889,1.0,0.27397260273972607,0.9381443298969072,0.3228436481903905,0.4166666666666667,0.19047619047619047,0.4006734006734007,0.7076923076923078,0.5217391304347827,0.7777777777777777,0.8888888888888888,0.5,0.46348096348096357,0.5031202376052594,0.18213058419243985,0.6486486486486485
0.04714640198511166,0.2,0.0,0.0,0.4,0.8,0.8222222222222224,0.0,0.780821917808219,0.5154639175257731,0.0010378683183758194,0.16666666666666669,0.14285714285714285,0.08417508417508418,0.49230769230769234,0.7391304347826089,0.4444444444444445,0.3333333333333333,0.375,0.1254856254856255,0.9379289631467124,0.17101273499090355,0.5405405405405406
0.04962779156327543,0.8,0.3333333333333333,0.4,1.0,0.6000000000000001,1.0,0.0,0.9999999999999998,0.31958762886597936,0.0001720530367360984,0.04166666666666667,0.047619047619047616,0.016835016835016828,0.6923076923076923,1.0,0.2222222222222222,0.0,0.25,0.06021756021756022,0.634748656796111,0.1055184960582171,0.35135135135135154
0.052109181141439205,0.6000000000000001,0.6666666666666666,0.8,0.0,0.2,0.8666666666666667,1.0,0.4794520547945205,0.8969072164948454,0.20194586434450568,0.3333333333333333,0.24999999999999994,0.3636363636363637,0.8153846153846154,0.673913043478261,0.7777777777777777,0.8888888888888888,0.625,0.5497280497280498,0.34566225791739436,0.17869415807560135,0.8108108108108107
0.05459057071960298,0.2,0.0,0.0,0.4,0.0,0.7777777777777777,0.0,0.7397260273972601,0.422680412371134,0.0009990176326612164,0.12499999999999999,0.13392857142857142,0.06397306397306396,0.5846153846153846,0.7608695652173914,0.3333333333333333,0.4444444444444445,0.125,0.13830613830613833,0.9343804576348488,0.12290276935516474,0.8108108108108107
0.05707196029776675,0.4,0.6666666666666666,0.2,0.2,0.4,0.7333333333333334,1.0,0.1780821917808219,0.8865979381443299,0.08552145945375937,0.4583333333333333,0.22619047619047622,0.3602693602693603,0.7692307692307692,0.6521739130434783,0.7777777777777777,0.6666666666666665,0.625,0.4650349650349651,0.5471817746977096,0.1768748736608045,0.7567567567567568
0.05955334987593052,0.0,0.6666666666666666,1.0,0.8,0.0,0.1777777777777778,1.0,0.0410958904109589,0.13402061855670103,0.29607552573302914,0.9166666666666666,0.49702380952380953,0.4478114478114479,0.1076923076923077,0.10869565217391308,0.6666666666666665,0.8888888888888888,0.75,0.033411033411033415,0.18378811306272733,0.0,0.0
0.062034739454094295,0.8,0.3333333333333333,0.4,1.0,0.0,1.0,0.0,0.9315068493150684,0.28865979381443296,0.000277504897961449,0.04166666666666667,0.07738095238095236,0.006734006734006717,0.6461538461538461,0.9782608695652173,0.2222222222222222,0.1111111111111111,0.125,0.09829059829059832,0.6715463252388845,0.09096422073984232,0.6216216216216217
0.06451612903225806,0.2,0.0,0.0,0.4,0.2,1.0,0.0,0.7945205479452053,0.48453608247422675,0.0003607563673498837,0.08333333333333333,0.14583333333333334,0.07070707070707069,0.476923076923077,0.6304347826086958,0.5555555555555556,0.3333333333333333,0.125,0.11383061383061385,0.9345028198938786,0.11663634525975337,0.5945945945945945
0.06699751861042183,0.6000000000000001,0.6666666666666666,0.8,0.0,0.6000000000000001,0.8222222222222224,1.0,0.3698630136986301,0.9896907216494845,0.2384655089162324,0.3333333333333333,0.2708333333333333,0.4175084175084175,0.8615384615384616,0.6086956521739131,0.8888888888888888,0.6666666666666665,0.625,0.5722610722610724,0.3805577494243412,0.1683848797250859,0.6216216216216217
0.06947890818858561,0.6000000000000001,0.6666666666666666,0.8,0.0,0.8,0.7999999999999998,1.0,0.35616438356164376,0.9690721649484536,0.18593383173213007,0.3333333333333333,0.21726190476190477,0.42760942760942766,0.8461538461538463,0.8043478260869565,0.7777777777777777,0.6666666666666665,0.625,0.5512820512820513,0.4062983191875146,0.16454416818273698,0.9189189189189191
0.07196029776674938,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,1.0,0.0,0.6575342465753424,0.9587628865979382,0.3521537155130788,0.25,0.9464285714285715,0.8181818181818182,0.9384615384615385,0.4130434782608696,0.8888888888888888,0.8888888888888888,1.0,0.9883449883449884,0.11309609886870528,0.9842328684050939,0.6756756756756757
0.07444168734491315,1.0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.9555555555555557,0.0,0.6712328767123288,0.9999999999999999,0.7458443641530274,0.2916666666666667,0.9285714285714287,0.9090909090909092,0.9230769230769231,0.3913043478260869,0.7777777777777777,0.8888888888888888,0.875,1.0,0.057821729312435344,0.9704871639377399,0.783783783783784
0.07692307692307693,0.4,0.6666666666666666,0.2,0.2,1.0,0.7777777777777777,1.0,0.27397260273972607,0.8762886597938144,0.22374664912835712,0.4583333333333333,0.16369047619047616,0.37037037037037035,0.7846153846153847,0.5434782608695652,0.6666666666666665,0.8888888888888888,0.625,0.4510489510489511,0.520962879740147,0.2047705680210228,0.9459459459459458
0.0794044665012407,0.2,0.0,0.0,0.4,0.0,0.8666666666666667,0.0,0.780821917808219,0.4329896907216495,0.0012987229224595814,0.12499999999999999,0.14285714285714285,0.07070707070707069,0.6153846153846154,0.8913043478260869,0.5555555555555556,0.2222222222222222,0.125,0.0951825951825952,0.95022080825834,0.12876490802506568,0.7297297297297296
0.08188585607940446,0.2,0.0,0.0,0.4,0.0,0.9777777777777779,0.0,0.8082191780821917,0.4948453608247423,0.0008935657714358657,0.16666666666666669,0.1369047619047619,0.0808080808080808,0.5692307692307692,0.7173913043478262,0.4444444444444445,0.2222222222222222,0.375,0.1017871017871018,0.9130115576715575,0.11481706084495653,0.783783783783784
0.08436724565756824,0.0,0.6666666666666666,1.0,0.8,0.0,0.33333333333333326,1.0,0.0,0.07216494845360824,0.2722711555858961,0.9166666666666666,0.49702380952380953,0.36700336700336705,0.046153846153846156,0.17391304347826098,0.7777777777777777,0.8888888888888888,0.75,0.041181041181041184,0.16944948107278332,0.01596927430766121,0.08108108108108092
0.08684863523573201,0.0,0.6666666666666666,1.0,0.8,1.0,0.24444444444444446,1.0,0.1643835616438356,0.10309278350515463,0.5180128429266777,0.9583333333333331,0.488095238095238,0.45791245791245794,0.12307692307692308,0.0,0.7777777777777777,0.7777777777777777,0.75,0.07653457653457656,0.15940465199061146,0.03315140489185364,0.2432432432432432
0.08933002481389578,0.0,0.6666666666666666,1.0,0.8,0.2,0.0,1.0,0.0684931506849315,0.09278350515463918,0.49872070242039773,0.9583333333333331,0.47619047619047616,0.3939393939393939,0.12307692307692308,0.15217391304347827,0.8888888888888888,0.8888888888888888,0.625,0.038850038850038855,0.16853732605092495,0.0016171417020416426,0.18918918918918926
